date, pm25, pm10, o3, no2, so2, co
2016/10/12, 97, 55, 21, 18, 1, 
2016/10/13, 121, 50, 21, 14, , 
2016/10/14, 115, 45, 19, 15, , 
2016/10/15, 100, 32, 4, 14, , 
2016/10/16, 82, 41, 7, 18, , 
2016/10/17, 95, 66, 22, 20, 1, 
2016/10/18, 161, 44, 14, 15, , 
2016/10/19, 96, 27, 12, 12, , 
2016/10/20, 66, 27, 11, 11, , 
2016/10/21, 74, 26, 11, 11, 1, 
2016/10/22, 74, 27, 16, 9, , 
2016/10/23, 80, 40, 20, 8, 1, 
2016/10/24, 98, 38, 12, 15, , 
2016/10/25, 97, 36, 8, 11, , 
2016/10/26, 83, 31, 8, 9, 1, 
2016/10/27, 70, 41, 14, 12, , 
2016/10/28, 83, 36, 6, 12, , 
2016/10/29, 77, 27, 10, 7, , 
2016/10/30, 76, 29, 9, 8, , 
2016/10/31, 62, 34, 9, 8, , 
2016/11/1, 68, 25, 14, 7, , 
2016/11/2, 66, 37, 11, 16, , 
2016/11/3, 89, 51, 21, 21, 1, 
2016/11/4, 110, 68, 25, 19, , 
2016/11/5, 141, 75, 21, 20, 1, 
2016/11/6, 160, 76, 11, 21, , 
2016/11/7, 166, 35, 10, 12, , 
2016/11/8, 96, 37, 9, 12, , 
2016/11/9, 109, 36, 11, 13, , 
2016/11/10, 90, 35, 16, 14, , 
2016/11/11, 79, 45, 15, 18, , 
2016/11/12, 77, 32, 12, 11, , 
2016/11/13, 68, 46, 15, 16, , 
2016/11/14, 89, 43, 14, 16, , 
2016/11/15, 71, 36, 15, 15, , 
2016/11/16, 73, 46, 15, 16, , 
2016/11/17, 92, 52, 16, 17, 1, 
2016/11/18, 94, 46, 13, 15, , 
2016/11/19, 126, 49, 18, 14, , 
2016/11/20, 113, 64, 15, 19, 1, 
2016/11/21, 142, 58, 21, 13, 1, 
2016/11/22, 134, 62, 22, 13, 1, 
2016/11/23, 132, 35, 11, 14, , 
2016/11/24, 95, 42, 9, 19, , 
2016/11/25, 103, 36, 15, 13, , 
2016/11/26, 93, 22, 15, 9, , 
2016/11/27, 63, 26, 12, 10, , 
2016/11/28, 71, 41, 17, 14, 1, 
2016/11/29, 100, 51, 21, 19, 1, 
2016/11/30, 116, 43, 20, 16, , 
2016/12/1, 87, 47, 20, 15, , 
2016/12/2, 95, 47, 19, 16, 1, 
2016/12/3, 105, 44, 16, 15, 1, 
2016/12/4, 97, 42, 15, 14, , 
2016/12/5, 109, 41, 12, 13, 1, 
2016/12/6, 113, 63, 16, 16, , 
2016/12/7, 145, 68, 11, 28, 1, 
2016/12/8, 151, 66, 23, 23, 1, 
2016/12/9, 144, 69, 20, 20, 1, 
2016/12/10, 148, 78, 21, 21, 1, 
2016/12/11, 174, 72, 17, 17, 1, 
2016/12/12, 164, 69, 13, 24, 1, 
2016/12/13, 160, 66, 11, 20, 1, 
2016/12/14, 153, 33, 10, 11, , 
2016/12/15, 85, 34, 9, 15, 1, 
2016/12/16, 85, 47, 21, 20, 1, 
2016/12/17, 114, 57, 23, 21, 1, 
2016/12/18, 139, 61, 23, 23, 2, 
2016/12/19, 143, 60, 18, 23, 2, 
2016/12/20, 148, 63, 15, 30, 2, 
2016/12/21, 159, 43, 10, 15, 1, 
2016/12/22, 107, 40, 11, 12, , 
2016/12/23, 90, 49, 14, 19, 1, 
2016/12/24, 104, 60, 22, 26, 1, 
2016/12/25, 138, 57, 18, 21, 1, 
2016/12/26, 154, 41, 15, 13, , 
2016/12/27, 98, 39, 18, 11, 1, 
2016/12/28, 92, 60, 17, 18, 1, 
2016/12/29, 136, 57, 19, 15, , 
2016/12/30, 135, 50, 21, 11, , 
2016/12/31, 116, , , , , 
2016/7/30, 61, 19, 17, 15, 8, 6
2016/7/31, 68, 24, 25, 13, 7, 6
2016/8/1, 60, 20, 26, 14, 2, 6
2016/8/2, 68, 25, 21, 14, 7, 6
2016/8/3, 70, 26, 23, 16, 2, 6
2016/8/4, 66, 24, 22, 17, 3, 5
2016/8/5, 79, 35, 21, 20, 4, 6
2016/8/6, 72, 25, 28, 18, 2, 6
2016/8/7, 68, 16, 3, 19, 1, 5
2016/8/8, 59, , , , , 
2016/8/9, 74, 25, 20, 14, 2, 6
2016/8/10, 92, 35, 22, 17, 4, 7
2016/8/11, 75, 37, 16, 13, 5, 6
2016/8/12, 63, 24, 17, 12, 2, 4
2016/8/13, 65, 25, 16, 13, 3, 4
2016/8/14, 68, 28, 15, 11, 2, 5
2016/8/15, 68, 29, 12, 15, 2, 6
2016/8/16, 68, 29, 18, 14, 2, 6
2016/8/17, 75, 40, 21, 13, 3, 5
2016/8/18, 85, 45, 17, 19, 4, 6
2016/8/19, 81, 42, 15, 18, 2, 6
2016/8/20, 73, 37, 20, 12, 3, 6
2016/8/21, 79, 43, 30, 15, 3, 6
2016/8/22, 72, 34, 20, 14, 2, 7
2016/8/23, 74, 34, 22, 16, 2, 10
2016/8/24, 78, 21, 25, 16, 2, 8
2016/8/25, 81, 25, 29, 19, 3, 11
2016/8/26, 74, 22, 29, 17, 3, 10
2016/8/27, 63, 19, 21, 11, 2, 7
2016/8/28, 66, 19, 27, 19, 2, 4
2016/8/29, 57, 23, 14, 12, 1, 2
2016/8/30, 53, 25, 7, 7, , 
2016/8/31, 57, 32, 8, 6, 1, 
2016/9/1, 63, 36, 8, 8, 1, 
2016/9/2, 62, 29, 9, 8, 2, 
2016/9/3, 49, 17, 17, 7, , 
2016/9/4, 49, 16, 13, 7, 1, 
2016/9/5, 50, 18, 9, 8, 3, 
2016/9/6, 54, 17, 14, 7, 1, 
2016/9/7, 56, 21, 8, 8, 1, 
2016/9/8, 62, 27, 13, 9, 1, 
2016/9/9, 79, 35, 15, 12, 1, 
2016/9/10, 62, 26, 14, 9, 1, 
2016/9/11, 63, 27, 9, 8, , 
2016/9/12, 63, 32, 5, 10, 1, 
2016/9/13, 67, 32, 8, 11, 1, 
2016/9/14, 59, 24, 11, 9, 1, 
2016/9/15, 77, 32, 13, 10, 1, 
2016/9/16, 61, 28, 9, 16, 1, 
2016/9/17, 65, 18, 13, 10, 1, 
2016/9/18, 49, 19, 11, 9, , 
2016/9/19, 60, 25, 14, 15, , 
2016/9/20, 87, 40, 3, 20, 1, 
2016/9/21, 84, 29, 7, 15, 1, 
2016/9/22, 92, 35, 13, 15, , 
2016/9/23, 97, 37, 9, 18, 1, 
2016/9/24, 88, 38, 18, 15, 1, 
2016/9/25, 54, 20, 19, 10, 1, 
2016/9/26, 52, 29, 18, 11, 1, 
2016/9/27, 46, 21, 10, 11, 1, 
2016/9/28, 54, 22, 18, 9, 1, 
2016/9/29, 51, 22, 16, 9, 1, 
2016/9/30, 49, 21, 15, 11, 1, 
2020/3/31, , 31, 1, 2, , 
2019/12/31, , 36, 11, 11, , 
2018/12/31, , 38, 25, 16, , 
2017/10/7, , 42, 13, 16, 1, 
2017/9/8, , 19, 7, 7, 1, 
2017/1/1, , 30, 18, 9, , 
2016/7/1, , 23, 12, 16, 4, 7
2016/7/2, , 24, 14, 14, 5, 8
2016/7/3, , 34, 14, 14, 6, 8
2016/7/4, , 38, 25, 16, 8, 10
2016/7/5, , 38, 17, 18, 6, 10
2016/7/6, , 25, 11, 17, 7, 9
2016/7/7, , 20, 16, 12, 8, 6
2016/7/8, , 19, 24, 15, 4, 7
2016/7/9, , 20, 16, 15, 4, 6
2016/7/10, , 21, 15, 10, 5, 5
2016/7/11, , 32, 20, 17, 7, 6
2016/7/12, , 39, 26, 14, 2, 7
2016/7/13, , 35, 11, 16, 7, 10
2016/7/14, , 32, 25, 11, 4, 7
2016/7/15, , 34, 24, 9, 4, 5
2016/7/16, , 32, 31, 11, 3, 5
2016/7/17, , 24, 36, 13, 2, 5
2016/7/18, , 24, 32, 13, 2, 5
2016/7/19, , 18, 29, 11, 2, 5
2016/7/20, , 17, 30, 11, 3, 5
2016/7/21, , 15, 22, 10, 17, 5
2016/7/22, , 18, 25, 13, 9, 4
2016/7/23, , 18, 28, 11, 2, 4
2016/7/24, , 21, 19, 14, 8, 5
2016/7/25, , 31, 42, 25, 8, 9
2016/7/26, , 21, 28, 17, 2, 6
2016/7/27, , 18, 17, 17, 14, 8
2016/7/28, , 21, 28, 17, 5, 6
2016/7/29, , 22, 20, 18, 7, 7
2016/4/1, , 54, 35, 10, 3, 7
2016/4/2, , 40, 29, 8, 3, 6
2016/4/3, , 33, 31, 9, 11, 6
2016/4/4, , 36, 26, 9, 2, 5
2016/4/5, , 32, 40, 7, 2, 6
2016/4/6, , 37, 27, 7, 2, 7
2016/4/7, , 37, 30, 7, 1, 7
2016/4/8, , 32, 26, 5, 3, 7
2016/4/9, , 26, 34, 5, 2, 7
2016/4/10, , 31, 51, 7, 2, 9
2016/4/11, , 44, 49, 8, 3, 9
2016/4/12, , 54, 39, 6, 3, 8
2016/4/13, , 57, 43, 5, 2, 7
2016/4/14, , 58, 35, 3, 2, 8
2016/4/15, , 50, 36, 5, 2, 9
2016/4/16, , 47, 26, 4, 3, 8
2016/4/17, , 42, 21, 6, 3, 7
2016/4/18, , 38, 24, 6, 2, 7
2016/4/19, , 31, 20, 6, 4, 6
2016/4/20, , 24, 22, 8, 3, 7
2016/4/21, , 28, 39, 7, 3, 9
2016/4/22, , 37, 33, 4, 4, 8
2016/4/23, , 36, 38, 4, 5, 7
2016/4/24, , 33, 31, 4, 7, 9
2016/4/25, , 32, 34, 5, 6, 8
2016/4/26, , 29, 39, 6, 6, 9
2016/4/27, , 35, 32, 5, 6, 9
2016/4/28, , 38, 30, 7, 7, 10
2016/4/29, , 34, 24, 12, 6, 9
2016/4/30, , 25, 41, 16, 5, 7
2016/5/1, , 25, 27, 5, 6, 9
2016/5/2, , 17, 25, 8, 6, 8
2016/5/3, , 17, 22, 6, 8, 10
2016/5/4, , 16, 36, 6, 8, 8
2016/5/5, , 17, 30, 5, 8, 8
2016/5/6, , 20, 27, 6, 8, 10
2016/5/7, , 14, 24, 2, 7, 8
2016/5/8, , 13, 23, 5, 8, 28
2016/5/9, , 12, 21, 7, 6, 25
2016/5/10, , 14, 32, 10, 10, 10
2016/5/11, , 19, 35, 8, 9, 11
2016/5/12, , 30, 36, 9, 9, 10
2016/5/13, , 26, 81, 13, 9, 10
2016/5/14, , 25, 36, 8, 9, 10
2016/5/15, , 17, 17, 37, 17, 16
2016/5/16, , 39, 65, 25, 11, 8
2016/5/17, , 32, 40, 13, 2, 7
2016/5/18, , 20, 52, 12, 3, 7
2016/5/19, , 22, 43, 14, 2, 6
2016/5/20, , 17, 30, 10, 1, 4
2016/5/21, , 13, 26, 10, 1, 5
2016/5/22, , 11, 38, 16, 1, 6
2016/5/23, , 20, 47, 14, 4, 6
2016/5/24, , 22, 37, 14, 3, 6
2016/5/25, , 25, 43, 13, 3, 5
2016/5/26, , 23, 35, 13, 2, 6
2016/5/27, , 25, 38, 12, 2, 5
2016/5/28, , 26, 31, 11, 1, 5
2016/5/29, , 28, 26, 13, 1, 5
2016/5/30, , 35, 21, 14, 2, 6
2016/5/31, , 24, 7, 14, 3, 6
2016/6/1, , 24, 16, 13, 12, 5
2016/6/2, , 21, 16, 11, 1, 5
2016/6/3, , 18, 22, 16, 6, 5
2016/6/4, , 24, 31, 13, 2, 5
2016/6/5, , 23, 28, 15, 3, 5
2016/6/6, , 28, 31, 12, 5, 4
2016/6/7, , 23, 25, 13, 2, 6
2016/6/8, , 25, 20, 12, 2, 4
2016/6/9, , 23, 17, 11, 1, 5
2016/6/10, , 23, 16, 10, 6, 5
2016/6/11, , 25, 17, 9, 3, 4
2016/6/12, , 21, 17, 10, 2, 3
2016/6/13, , 19, 14, 10, 6, 4
2016/6/14, , 16, 12, 10, 5, 4
2016/6/15, , 16, 7, 14, 4, 12
2016/6/16, , 19, 8, 16, 5, 8
2016/6/17, , 19, 18, 20, 2, 7
2016/6/18, , 25, 30, 13, 3, 7
2016/6/19, , 27, 20, 21, 2, 8
2016/6/20, , 30, 25, 21, 1, 8
2016/6/21, , 25, 39, 18, 9, 6
2016/6/22, , 19, 15, 18, 4, 7
2016/6/23, , 23, 14, 13, 7, 6
2016/6/24, , 18, 18, 9, 4, 4
2016/6/25, , 16, 19, 13, 4, 6
2016/6/26, , 18, 15, 20, 7, 7
2016/6/27, , 25, 19, 15, 7, 6
2016/6/28, , 21, 22, 16, 3, 6
2016/6/29, , 18, 18, 19, 5, 6
2016/6/30, , 22, 10, 14, 5, 6
2016/1/4, , 60, 56, 29, 4, 12
2016/1/5, , 54, 50, 31, 3, 12
2016/1/6, , 58, 49, 23, 4, 11
2016/1/7, , 55, 19, 31, 3, 13
2016/1/8, , 51, 19, 15, 3, 9
2016/1/9, , 32, 32, 10, 2, 5
2016/1/10, , 26, 35, 17, 4, 7
2016/1/11, , 35, 31, 21, 3, 10
2016/1/12, , 37, 25, 17, 4, 8
2016/1/13, , 35, 23, 12, 3, 7
2016/1/14, , 33, 16, 9, 5, 7
2016/1/15, , 19, 15, 11, 3, 7
2016/1/16, , 23, 16, 9, 3, 8
2016/1/17, , 17, 22, 13, 3, 8
2016/1/18, , 23, 14, 13, 3, 7
2016/1/19, , 19, 19, 14, 3, 6
2016/1/20, , 23, 23, 16, 3, 7
2016/1/21, , 32, 28, 17, 5, 6
2016/1/22, , 31, 29, 15, 4, 6
2016/1/23, , 34, 21, 15, 7, 8
2016/1/24, , 29, 16, 21, 5, 7
2016/1/25, , 32, 34, 18, 5, 7
2016/1/26, , 44, 33, 22, 5, 8
2016/1/27, , 40, 50, 34, 6, 13
2016/1/28, , 51, 44, 37, 7, 10
2016/1/29, , 61, 37, 18, 6, 10
2016/1/30, , 46, 21, 10, 3, 8
2016/1/31, , 26, 33, 16, 5, 9
2016/2/1, , 34, 28, 19, 4, 10
2016/2/2, , 39, 41, 24, 6, 13
2016/2/3, , 44, 44, 32, 3, 14
2016/2/4, , 59, 45, 37, 2, 15
2016/2/5, , 60, 38, 19, 2, 14
2016/2/6, , 52, 50, 16, 3, 6
2016/2/7, , 62, 47, 29, 4, 9
2016/2/8, , 70, 52, 43, 4, 12
2016/2/9, , 75, 43, 52, 7, 13
2016/2/10, , 80, 41, 29, 5, 13
2016/2/11, , 61, 40, 19, 4, 12
2016/2/12, , 53, 26, 17, 3, 10
2016/2/13, , 39, 32, 14, 3, 7
2016/2/14, , 35, 34, 13, 3, 6
2016/2/15, , 32, 24, 14, 3, 6
2016/2/16, , 30, 49, 17, 3, 9
2016/2/17, , 49, 54, 15, 3, 9
2016/2/18, , 57, 37, 15, 3, 10
2016/2/19, , 53, 35, 13, 3, 9
2016/2/20, , 52, 38, 9, 2, 9
2016/2/21, , 46, 35, 9, 2, 6
2016/2/22, , 49, 37, 11, 3, 7
2016/2/23, , 49, 37, 13, 3, 7
2016/2/24, , 51, 45, 17, 3, 9
2016/2/25, , 53, 42, 18, 2, 10
2016/2/26, , 52, 52, 25, 3, 10
2016/2/27, , 59, 61, 33, 4, 14
2016/2/28, , 68, 62, 27, 3, 11
2016/2/29, , 66, 55, 29, 2, 9
2016/3/1, , 65, 74, 32, 6, 11
2016/3/2, , 80, 79, 32, 5, 11
2016/3/3, , 80, 47, 12, 2, 9
2016/3/4, , 60, 28, 8, 2, 8
2016/3/5, , 43, 29, 8, 2, 7
2016/3/6, , 39, 28, 9, 3, 9
2016/3/7, , 45, 30, 9, 2, 10
2016/3/8, , 40, 29, 9, 3, 7
2016/3/9, , 39, 29, 11, 2, 8
2016/3/10, , 40, 31, 11, 3, 7
2016/3/11, , 35, 27, 8, 2, 5
2016/3/12, , 36, 17, 6, 3, 5
2016/3/13, , 24, 22, 9, 5, 6
2016/3/14, , 26, 22, 9, 2, 6
2016/3/15, , 30, 29, 9, 4, 7
2016/3/16, , 40, 34, 10, 3, 6
2016/3/17, , 37, 27, 9, 4, 7
2016/3/18, , 40, 31, 9, 4, 5
2016/3/19, , 43, 31, 7, 4, 5
2016/3/20, , 41, 30, 9, 4, 6
2016/3/21, , 35, 34, 9, 3, 6
2016/3/22, , 42, 61, 12, 3, 8
2016/3/23, , 60, 96, 17, 3, 8
2016/3/24, , 66, 36, 12, 2, 5
2016/3/25, , 52, 61, 12, 4, 7
2016/3/26, , 56, 29, 16, 3, 6
2016/3/27, , 44, 58, 21, 3, 13
2016/3/28, , 61, 44, 18, 2, 10
2016/3/29, , 56, 40, 16, 2, 8
2016/3/30, , 54, 39, 11, 4, 8
2016/3/31, , 60, 39, 9, 2, 8
2015/10/1, , 27, 6, 27, 5, 14
2015/10/2, , 28, 7, 28, 5, 11
2015/10/3, , 25, 7, 19, 6, 13
2015/10/4, , 20, 7, 12, 4, 10
2015/10/5, , 18, 7, 14, 4, 11
2015/10/6, , 21, 19, 17, 5, 13
2015/10/7, , 26, 18, 13, 4, 10
2015/10/8, , 21, 5, 15, 5, 12
2015/10/9, , 21, 12, 15, 5, 11
2015/10/10, , 24, 15, 13, 5, 11
2015/10/11, , 20, 17, 16, 5, 10
2015/10/12, , 20, 22, 19, 6, 10
2015/10/13, , 26, 36, 17, 4, 9
2015/10/14, , 29, 34, 19, 5, 10
2015/10/15, , 31, 31, 23, 8, 14
2015/10/16, , 33, 36, 28, 7, 16
2015/10/17, , 39, 39, 18, 6, 10
2015/10/18, , 38, 32, 22, 7, 14
2015/10/19, , 42, 29, 18, 7, 14
2015/10/20, , 42, 34, 18, 11, 12
2015/10/21, , 31, 18, 29, 8, 20
2015/10/22, , 37, 31, 35, 7, 17
2015/10/23, , 52, 28, 20, 7, 13
2015/10/24, , 50, 45, 18, 4, 9
2015/10/25, , 40, 32, 19, 4, 10
2015/10/26, , 43, 23, 21, 4, 12
2015/10/27, , 39, 29, 22, 5, 12
2015/10/28, , 39, 24, 29, 4, 16
2015/10/29, , 39, 25, 21, 2, 14
2015/10/30, , 35, 24, 18, 5, 10
2015/10/31, , 29, 32, 16, 4, 11
2015/11/1, , 28, 25, 17, 4, 10
2015/11/2, , 29, 29, 22, 4, 12
2015/11/3, , 34, 40, 26, 5, 13
2015/11/4, , 43, 30, 29, 4, 12
2015/11/5, , 41, 25, 31, 7, 28
2015/11/6, , 45, 14, 18, 8, 37
2015/11/7, , 19, 16, 18, 3, 9
2015/11/8, , 30, 20, 23, 7, 11
2015/11/9, , 29, 19, 22, 5, 12
2015/11/10, , 35, 22, 18, 4, 10
2015/11/11, , 31, 23, 22, 5, 12
2015/11/12, , 31, 15, 32, 6, 13
2015/11/13, , 38, 14, 30, 7, 16
2015/11/14, , 38, 16, 25, 7, 13
2015/11/15, , 42, 15, 30, 6, 13
2015/11/16, , 39, 24, 18, 7, 9
2015/11/17, , 28, 30, 20, 5, 11
2015/11/18, , 32, 26, 26, 7, 10
2015/11/19, , 46, 18, 27, 5, 12
2015/11/20, , 39, 21, 24, 5, 13
2015/11/21, , 40, 28, 17, 7, 9
2015/11/22, , 37, 26, 22, 7, 11
2015/11/23, , 41, 28, 24, 4, 11
2015/11/24, , 44, 28, 17, 4, 10
2015/11/25, , 36, 29, 17, 5, 9
2015/11/26, , 32, 30, 14, 3, 10
2015/11/27, , 27, 31, 22, 7, 10
2015/11/28, , 36, 40, 23, 5, 10
2015/11/29, , 43, 34, 29, 4, 12
2015/11/30, , 49, 40, 20, 3, 12
2015/12/1, , 47, 31, 12, 3, 9
2015/12/2, , 27, 34, 17, 3, 9
2015/12/3, , 27, 29, 25, 3, 10
2015/12/4, , 37, 33, 22, 4, 9
2015/12/5, , 40, 30, 13, 4, 7
2015/12/6, , 38, 38, 19, 3, 8
2015/12/7, , 37, 41, 27, 4, 12
2015/12/8, , 45, 42, 31, 5, 14
2015/12/9, , 53, 76, 34, 5, 12
2015/12/10, , 62, 71, 20, 4, 10
2015/12/11, , 52, 26, 15, 3, 8
2015/12/12, , 26, 27, 15, 4, 9
2015/12/13, , 27, 59, 28, 6, 13
2015/12/14, , 51, 55, 38, 5, 15
2015/12/15, , 76, 35, 23, 2, 11
2015/12/16, , 51, 34, 12, 4, 9
2015/12/17, , 33, 34, 23, 2, 9
2015/12/18, , 43, 35, 33, 2, 10
2015/12/19, , 52, 43, 31, 3, 9
2015/12/20, , 56, 47, 26, 4, 10
2015/12/21, , 59, 35, 24, 3, 9
2015/12/22, , 58, 23, 30, 3, 13
2015/12/23, , 60, 40, 18, 4, 8
2015/12/24, , 46, 29, 16, 5, 10
2015/12/25, , 35, 37, 19, 4, 10
2015/12/26, , 40, 38, 22, 4, 10
2015/12/27, , 43, 31, 21, 3, 12
2015/12/28, , 50, 32, 22, 3, 12
2015/12/29, , 44, 32, 22, 2, 12
2015/12/30, , 46, , , , 
2016/1/3, , 44, 66, 34, 5, 12
2015/7/1, , 22, 21, 8, 7, 7
2015/7/2, , 25, 20, 7, 9, 6
2015/7/3, , 24, 21, 7, 11, 6
2015/7/4, , 32, 23, 6, 5, 5
2015/7/5, , 20, 25, 8, 4, 6
2015/7/6, , 23, 23, 8, 4, 7
2015/7/7, , 39, 20, 9, 5, 8
2015/7/8, , 47, 14, 8, 6, 7
2015/7/9, , 53, 18, 8, 5, 6
2015/7/10, , 47, 24, 7, 10, 5
2015/7/11, , 37, 26, 7, 4, 5
2015/7/12, , 18, 27, 7, 5, 6
2015/7/13, , 27, 19, 7, 5, 6
2015/7/14, , 31, 17, 7, 3, 7
2015/7/15, , 21, 16, 6, 10, 4
2015/7/16, , 15, 13, 7, 3, 5
2015/7/17, , 16, 14, 5, 2, 4
2015/7/18, , 14, 13, 6, 4, 5
2015/7/19, , 15, 11, 6, 3, 5
2015/7/20, , 17, 17, 6, 7, 4
2015/7/21, , 16, 19, 8, 3, 5
2015/7/22, , 20, 23, 7, 3, 5
2015/7/23, , 18, 32, 9, 6, 5
2015/7/24, , 24, 29, 8, 3, 4
2015/7/25, , 29, 18, 6, 3, 4
2015/7/26, , 28, 12, 9, 3, 7
2015/7/27, , 29, 12, 7, 7, 7
2015/7/28, , 24, 14, 11, 3, 7
2015/7/29, , 22, 19, 10, 3, 5
2015/7/30, , 22, 18, 9, 2, 4
2015/7/31, , 19, 19, 11, 3, 5
2015/8/1, , 17, 11, 9, 2, 6
2015/8/2, , 19, 12, 11, 4, 7
2015/8/3, , 23, 20, 10, 3, 7
2015/8/4, , 23, 26, 11, 3, 5
2015/8/5, , 19, 23, 11, 3, 8
2015/8/6, , 17, 31, 14, 3, 6
2015/8/7, , 23, 25, 12, 3, 5
2015/8/8, , 19, 28, 11, 2, 8
2015/8/9, , 21, 28, 13, 3, 8
2015/8/10, , 23, 30, 13, 2, 6
2015/8/11, , 22, 21, 11, 2, 7
2015/8/12, , 26, 19, 17, 3, 9
2015/8/13, , 27, 37, 14, 4, 7
2015/8/14, , 24, 24, 12, 3, 6
2015/8/15, , 22, 33, 10, 3, 7
2015/8/16, , 26, 24, 10, 3, 7
2015/8/17, , 23, 19, 12, 3, 7
2015/8/18, , 23, 18, 9, 4, 7
2015/8/19, , 20, 27, 10, 4, 8
2015/8/20, , 19, 18, 12, 3, 7
2015/8/21, , 16, 21, 10, 4, 6
2015/8/22, , 14, 21, 11, 4, 6
2015/8/23, , 16, 19, 10, 4, 7
2015/8/24, , 17, 18, 9, 3, 6
2015/8/25, , 17, 19, 11, 4, 7
2015/8/26, , 16, 22, 12, 3, 7
2015/8/27, , 18, 21, 13, 3, 7
2015/8/28, , 21, 22, 12, 3, 6
2015/8/29, , 17, 23, 9, 3, 6
2015/8/30, , 16, 22, 11, 3, 7
2015/8/31, , 18, 15, 12, 4, 8
2015/9/1, , 16, 22, 11, 3, 8
2015/9/2, , 15, 30, 13, 3, 9
2015/9/3, , 20, 31, 17, 4, 11
2015/9/4, , 23, 23, 15, 3, 9
2015/9/5, , 20, 27, 12, 4, 9
2015/9/6, , 15, 17, 11, 3, 10
2015/9/7, , 14, 16, 10, 4, 8
2015/9/8, , 14, 23, 12, 4, 9
2015/9/9, , 15, 10, 20, 4, 11
2015/9/10, , 22, 13, 19, 4, 12
2015/9/11, , 21, 22, 14, 5, 11
2015/9/12, , 22, 20, 11, 3, 9
2015/9/13, , 19, 13, 10, 4, 9
2015/9/14, , 14, 7, 13, 4, 11
2015/9/15, , 19, 17, 13, 4, 11
2015/9/16, , 14, 7, 15, 4, 11
2015/9/17, , 16, 14, 10, 4, 10
2015/9/18, , 16, 38, 17, 4, 10
2015/9/19, , 25, 34, 25, 4, 14
2015/9/20, , 56, 27, 20, 4, 12
2015/9/21, , 53, 17, 13, 6, 8
2015/9/22, , 30, 12, 14, 6, 10
2015/9/23, , 22, 16, 11, 5, 8
2015/9/24, , 17, 19, 13, 11, 9
2015/9/25, , 16, 18, 15, 6, 7
2015/9/26, , 15, 28, 13, 7, 6
2015/9/27, , 19, 23, 16, 14, 9
2015/9/28, , 19, 24, 20, 5, 10
2015/9/29, , 23, 34, 24, 3, 10
2015/9/30, , 32, 17, 25, 6, 10
2015/4/1, , 34, 44, 12, 5, 11
2015/4/2, , 38, 47, 17, 5, 10
2015/4/3, , 41, 36, 13, 3, 10
2015/4/4, , 49, 26, 8, 3, 10
2015/4/5, , 45, 24, 10, 6, 10
2015/4/6, , 32, 26, 11, 4, 11
2015/4/7, , 35, 16, 25, 12, 16
2015/4/8, , 37, 22, 25, 14, 19
2015/4/9, , 48, 26, 15, 8, 23
2015/4/10, , 32, 22, 15, 5, 22
2015/4/11, , 31, 35, 16, 8, 21
2015/4/12, , 30, 31, 28, 10, 29
2015/4/13, , 46, 52, 23, 11, 16
2015/4/14, , 52, 61, 23, 6, 18
2015/4/15, , 63, 47, 16, 6, 17
2015/4/16, , 58, 26, 11, 8, 15
2015/4/17, , 48, 21, 9, 6, 14
2015/4/18, , 38, 24, 9, 6, 14
2015/4/19, , 27, 30, 13, 5, 16
2015/4/20, , 30, 45, 15, 10, 17
2015/4/21, , 37, 64, 17, 7, 16
2015/4/22, , 39, 36, 20, 7, 16
2015/4/23, , 38, 64, 34, 8, 18
2015/4/24, , 39, 29, 36, 8, 19
2015/4/25, , 45, 57, 28, 6, 18
2015/4/26, , 46, 42, 28, 6, 16
2015/4/27, , 37, 27, 16, 7, 17
2015/4/28, , 38, 25, 15, 5, 16
2015/4/29, , 28, 34, 16, 8, 19
2015/4/30, , 29, 30, 13, 6, 18
2015/5/1, , 33, 29, 13, 9, 18
2015/5/2, , 27, 28, 12, 7, 18
2015/5/3, , 31, 15, 14, 10, 19
2015/5/4, , 34, 16, 16, 7, 18
2015/5/5, , 34, 22, 16, 9, 19
2015/5/6, , 31, 23, 12, 7, 18
2015/5/7, , 23, 23, 13, 9, 16
2015/5/8, , 25, 29, 10, 5, 10
2015/5/9, , 26, 30, 8, 8, 10
2015/5/10, , 29, 20, 10, 11, 12
2015/5/11, , 24, 17, 8, 11, 13
2015/5/12, , 25, 11, 11, 12, 11
2015/5/13, , 23, 18, 12, 6, 10
2015/5/14, , 22, 32, 17, 5, 14
2015/5/15, , 20, 19, 13, 9, 16
2015/5/16, , 18, 24, 11, 6, 8
2015/5/17, , 19, 29, 12, 7, 9
2015/5/18, , 17, 29, 11, 3, 10
2015/5/19, , 19, 24, 12, 4, 10
2015/5/20, , 18, 19, 11, 4, 9
2015/5/21, , 16, 15, 9, 11, 12
2015/5/22, , 14, 21, 10, 6, 15
2015/5/23, , 16, 24, 10, 6, 9
2015/5/24, , 21, 36, 11, 6, 11
2015/5/25, , 22, 23, 12, 4, 10
2015/5/26, , 25, 35, 14, 12, 13
2015/5/27, , 25, 27, 12, 6, 16
2015/5/28, , 21, 24, 10, 6, 17
2015/5/29, , 20, 37, 11, 4, 18
2015/5/30, , 21, 26, 8, 9, 18
2015/5/31, , 22, 31, 7, 5, 15
2015/6/1, , 18, 31, 10, 4, 11
2015/6/2, , 23, 17, 18, 6, 7
2015/6/3, , 27, 16, 9, 5, 6
